questions,cal,eq,choice
6e94cb4d3d55efe59355784f59dbe4b4,True,True,cal
b10642a6f7033d60fe6721971bed0934,True,True,cal
ff359c516b55b61f120c6db02f348487,False,False,cal
977d3b7c193ccb1f92f7501c09493ad1,True,True,cal
e2d260e06a83eaae5e922cd23ab09de5,True,True,eq
0be241066ad67d000dbb6403136ca643,True,False,eq
b8f40ba6a790af2a5d1b069dd3fb69fe,True,True,cal
2833ef69bc080004f177b8feab15f55a,False,False,eq
568ffab7d2be0c6cac7bab77cf835152,True,True,eq
d701e9a5cea6e2dbcf3332f2bc4acb71,True,True,eq
9a5c4eb7705c36601642a3991962e30a,True,True,cal
80762b2b7f606792b2b8f8ed8c555cf9,True,False,eq
338bbdb6faffaf1348cb25c31d6c5259,True,True,cal
8dfc936fa3d0be40d4885477ff879aad,True,True,eq
21073ea888a45a7352b467ddd407c426,True,False,cal
c9fba9481823313e65fcd72d1bc90640,True,True,eq
15305994a673508a32261e22bc94335a,True,True,cal
206f8e807b75ceea59ce9819101efb64,True,True,cal
5926017ca5cee445a104cc10b695c04e,True,True,eq
73ae75ec17919759610f7d508d7fe6c2,True,True,cal
4596c037af1ac7552e3c60c5e71f2b09,True,True,eq
46706d5e1416f1d81c1a17623294e3b7,True,True,cal
b930a832fc3f6bdaaf5f347c8f3aaab8,True,True,eq
bef33c266fc3f5f2b3e3a111980159a8,True,True,eq
5988b0ea98b17db01be7065184c6dabe,False,True,cal
d7130d6990a96c8f152ab77ccc0ceb69,True,True,cal
a6bb6f3bb03daebdd4679048826e875e,True,True,cal
2e40592a1ba71477af06a719c6165b4f,False,False,eq
0f092e8ea3ad4f05bcc12e833cd23fc1,True,True,eq
d4da1f0c11babbe672efc5c0b136daf4,True,True,cal
f87364cfe7856b39953a313739c5af62,True,True,cal
af9e71eef2cc73a02ff01c7f0b929f41,True,True,cal
3030398e5693dcacdfcab97af91307dc,True,True,cal
ea112782157af0018ac3a17697555e03,False,True,cal
6bc9e7f7451fa09ca024e3959a21d901,True,True,eq
fdb3b736703ad93b6114bfa6e81b5fa8,True,True,cal
4741c81a553ece5744d6a6c016c23177,True,True,cal
4985653c79e240c245c4bf24963f1c14,True,False,eq
4cca29bcd7d4f0850b84de91345cc441,True,True,eq
2bc1c247170684ef9de9af34a79577a6,True,True,eq
28852f70e26ae82863e6b359d67c1d6c,True,True,cal
92df1ff56b1bd61065888395bdc4c3c6,False,False,cal
4985587d4668ad1fea5035e18a096a6b,False,False,eq
a8479e939e091d1ad013480e91f641f5,True,True,cal
59aa7bb2d79c293adc1749f80efb4ffc,True,True,cal
25c6f37d064bef29cafcb1dbc466a157,True,True,eq
a3e35a3025e5bff8258affffcc1a11dc,True,True,eq
7727f6666fcc85d131e32b42aa6d710c,True,True,eq
f6f959ba743ceb373b92c1252ea15f65,True,True,cal
8cf17a58bc1398ec1b0882de90b199fe,True,True,eq
6ba8f1aef4138e091ab9f02633ced5b7,True,True,eq
0f9929606d2e13300fcc0012f1735856,True,True,eq
d99653bd8340116cd0cde6fcf669d83c,True,True,eq
8b6fd89f68854293676e6638e3dc8a5c,True,True,eq
ff700df6687d201453bad54d0307025e,False,False,cal
89f86ff31995328cb4f037595eb6060e,True,True,eq
00edc4b94eba24dbc0c9a1886d54e933,False,False,eq
5444dda8caaf8387d581f76856ae6117,True,True,eq
3509cf17a43861a2a10ea43a873bad8d,True,True,eq
7a584a851c32b26fd69528c547a77645,True,True,eq
225b8899f9bd25bb8805dd7a2a807f9d,True,True,cal
092404d29b1d28ac12366f3279298be1,True,True,cal
118d0b20ad179de6050b5670b42507e0,True,True,eq
053c73fb871e1f29c56c0d29052c3595,True,True,cal
65c961d52e2f6d89d74b8a3d642c62b7,True,False,eq
4515a519ca990ea0ea39eb150d84067f,True,True,cal
bc9fae990dc1df343f0cc8d333241ab6,True,True,eq
c588a4d41a54c2d280694618b20781c0,True,True,eq
85a8f1d49b42a3fcbb3da17bbb6e496a,True,True,cal
4c2a8b75b3ead11fdc06fcc620b1adf4,False,True,cal
670e53e8282defad2dd03c47bc1e9860,True,True,eq
1d67692804aa49465834426537e2a2f8,True,True,eq
9e6e2db5e1236d3ceb7c68f0ac89e944,True,True,cal
67f020836b86813da66870c5e73a23ae,True,True,eq
295f054a7e6f6403b5fed39160583d74,True,True,eq
03b80d7d28c4dc521476a394a0a4f4a2,True,True,eq
f3ae62b60d4e1d2832b8b729d2b7975e,False,True,eq
20d8be5d895112e5025b297c20181978,True,False,cal
1fb00a9ef438cc3873d73a77336d1cca,True,True,eq
e557029063761ac3b6c93d663447eddb,True,True,cal
c592cfc2050dd84cc85e49d60e98c1a1,True,True,cal
17a527ae0da87a208b28d7fd350da8e5,True,True,cal
d7b5d393a7b662a4c4fe3ef7efe38356,True,True,cal
77f83df6f086fc44171965ca885756d3,True,True,eq
9184ad107c399dc635e55f6bfc8e8eee,True,True,eq
b529180aeb7c1643053c656c09f03df4,False,False,cal
afc607acb1c5dcfc2149e1d6f9d51362,True,True,eq
5d9356e1a6f36ab9ed88f10cdae59011,True,True,eq
7c2a9259690ba776556a700cd37989dd,False,False,cal
df4df4f80e9b2e37901692d99ef3a7ec,True,True,eq
9780246391f17592616d156ad8f49242,True,False,cal
a678ccbbec75520a3ff469ee5aa2ec00,True,True,cal
4eac1e50bfec039facc46e6274d13b23,True,False,cal
209e9a820cd1f08b7572df7ac2374362,True,True,eq
3ac700da220724ae815cc724c72ad527,True,True,cal
45af3dd36a27c7c7282fb462a920ec68,True,True,cal
670b917bc10e47b4225cf6607ed3f0a3,True,True,eq
1f8bc38eb1d5e0ff4742a9d8d35c41f6,True,False,cal
7d09fbd6930de8fe9dcd4ff936c0b1f1,True,True,cal
affd3b1f6547ff83be48cbd8c8aaa31d,False,False,eq
f92734a6ab42f01ce7e75ba072479079,True,True,eq
47355fed58b0ae183084eaf2686b20ef,True,True,eq
2ebcd82a4dcb8d372a8e3055da962ea0,True,True,cal
05fc98aea8e7c965de9749442e3d69a9,True,True,eq
6cee29d80ef1818b97b98e68fa72b1bd,True,True,eq
102b75be82061dab4dae36cbab7b3450,True,True,eq
9c4ee1a9ab1ea939ed511ea4f92d59ac,True,False,eq
5f7b5b1f708f07b8e9d24f775876f96f,True,True,cal
ca807dffb2b624946e33b7c3b1e2f95e,True,True,eq
6cac204e64dba763eb446a3826255d9f,False,False,eq
3cb06995d0898b65f85b1d5f6181279d,True,True,eq
fd8b622cfa54fb08d31745e58a20ca8e,True,True,eq
2b55d23a76c4f8b071445d6f3409f4b1,False,True,eq
6d56213c27cd98fc6f4f8665cadf1613,True,True,cal
90ad8f111d47f9caf46b631da03f5f59,False,False,cal
58a194de06c458a88d150542c9426768,True,True,cal
4122b3603bf739010e8aea87edec0f6f,True,True,cal
7192f15fbeefa6aa67639e02a4bf72fc,True,True,eq
cc8d9b10d53177ec3c211afd53ef0853,True,True,cal
b50608a73bccecc2ebdaa6d00bf4add9,True,True,eq
d2f00403a0f1e0b56d05fd26c5fa96db,False,False,eq
f2168449964b3517816c4a60ee5eb02f,True,True,cal
07efcb8c324d9a229ed9b6b610c58f17,False,True,cal
2de10ef7a83394a514dfd90aac48c437,True,True,eq
367cd29bc97fc86524f879cdb5fbf5d1,False,False,cal
ac887a621603c74ba4a9674aa9458940,True,True,cal
43068d6604da785e8b5dfa4b0cab1820,True,True,cal
f50ef2d77ceb777795559b6336429fc0,False,False,cal
ba6aeb8aba9699933dcd03da74616d70,True,False,cal
333aec22c0460f60bad898d2324abbda,True,True,eq
7c5e7dd9d51df517c17851b017242549,True,True,eq
e2f9752d608a23de713809385878816c,True,True,cal
c964ecdc293008fca336385b9d42900f,True,False,eq
294eb7f20922e86f52f02245df9ab5d6,True,True,cal
7ea9b4fbe12774bf27c30d02c7b0934a,True,True,cal
0be8934ae5ade2acd5b8ea5fd37d42c3,True,True,eq
3fc6de90542de9be86314d4f2a8e5cb5,True,True,eq
a0ee180de0b6b29f5351f5efb280f059,True,True,eq
9bb6aca69e6e3a6674350dbab92bc8f1,True,True,cal
14d0d7a2bd8157ca26fd77fcf9654dbb,True,True,eq
e8b28e1bc5f900d08e7c677a89fffff9,True,True,eq
281ee20c18cf5d269a3fb9a32c262ab8,True,True,cal
c265498a57a5494aed556da81200ba03,True,True,eq
7c44a435a829d9525f1867c6682032c4,True,True,cal
d97d0757f3a17fdfe69011064ff71fea,True,False,eq
8939717d9c0d0e08293e38823d1f1f7f,True,True,eq
d8fb0e1261e1dd5f202bc5ecf7e650f4,True,False,cal
8b033fcf47b01c6d1bacf2410fe33696,True,True,eq
f76c3961adf700ce89bd2406adf0091a,False,False,eq
9328284bd147d3581ace590348e20747,True,True,cal
fcec1e439892d6e1e5e7f1c52972b7f7,False,False,eq
11e80a75a3009b6b7706ab740ed6d0bc,True,True,cal
ef099da5f97093f3045ac1cf1a042966,True,True,cal
ce8ba448cfaa71a946210e6d8b8c898a,True,True,cal
a11b95ef60c6dea82a19cedad117abb3,True,True,eq
7e968e6bda6d98aa22bad8bffbbb281c,True,True,cal
011489e9a1760e8c132a7d4d917c7c43,True,True,eq
fbf147fb1a4499792c39e6557a70ac8e,True,True,eq
9ab267ebb3828167f0a66aaea94ca74b,True,True,cal
40e9dec693a9401fd70a3814f3d9ceff,False,True,eq
19af10d23eea82142b18ec0e05b1e5ec,True,True,eq
bba221cdc8e77b999b53d0a4396a601d,True,True,cal
5462889a6f483db2cb31dc1624ad262a,True,True,eq
7f1af28c2bc9fcf12a7394bcbf80023f,True,True,eq
15c36a9b98ec730ce97370b7abb82b15,True,True,eq
427e283991353f86fa54d390cb8fb82e,False,False,eq
e161584472e3217e26be31d4a7e4cf9a,False,False,eq
fb070ae27869b2a2a3fb8e0ddb6d2a09,True,True,cal
05df8822b0659598424ee0673f95ffbd,True,True,eq
e16dfcca227fee52337228f75dd0010c,True,True,cal
ae38a6e79850a6eda02a15bf1ac035e8,True,True,eq
9d72f70ed58290ddf8066fffa2d6d12d,True,True,eq
ab49e8e3097213227b4e176d666e4d8f,True,True,cal
98b9e69a13b304547a94b328528c058c,True,True,eq
63e5fc8e4a26aa2401da60e3200dab68,True,True,eq
174fe21dedc6bc93113e569c0710db87,True,True,cal
6cc421879bd67f9aeadbf0a1d33e7127,True,True,eq
10c8abbb93a49a2d14fa7c502e5e18b5,True,True,eq
9cc546e534700f2c162e4b2d6f5e5a92,True,True,cal
9cd890a281490c1ff5efe13d1deb0d00,True,True,eq
ac841b8dc8a517c74d0358a93bdf8263,True,True,eq
84e7e88358c66520d065e18b196b7a64,True,True,eq
17b624ff42ec7d806e0ddc56d8137ee4,True,True,eq
1a72eb027c9d8d62a826bec0ed2add24,True,True,eq
c16f00284b01b9b404b178b402214e20,True,True,cal
30ae78d299365d102c032507053db0cd,True,True,eq
d19756a8713c64699b0baa6db106cfde,True,True,eq
86162817b84857ebb13c0a7c0487b2c7,True,True,cal
afb70ba9f293e17a8b99de05221fac9c,False,False,cal
ae68f2a1d218ffa8a025e8383f615748,False,True,cal
7556192705669b43374ec3037c412b4b,True,False,cal
ec2177c47057dc1d53d8dbe2a50ebcf8,True,True,eq
a122461136eb3bc1db4a4a68e5a98d3c,True,True,cal
0fcfc0d8f5aca60fcedf67e5d180eba2,False,True,eq
a4eb47339010e823dbcd38f0b2f362fc,True,True,cal
af8fa9d2b7cb9d772c704a16de09e6eb,True,False,cal
1749306ccd2e4bbd32dffdfa7a2f244c,True,True,eq
d4dd6035da3601fdc59f6e6f6e22f44f,True,True,cal
26b4cebf5576cc7affc4e0e32a008dfa,True,True,eq
8bad4d094a707fdea1c47157dabb6a83,True,True,cal
fb607ba8d996c2af186fd068910534fa,False,False,eq
792a5bb3b16f0cdf314ca0ab877fa97e,False,True,cal
e8b9ef84d9c71ffb778dbdeb7cde709c,True,True,cal
0bc303fc68b72671567d6b2a4fffa98d,True,True,eq
e848f76e8f00ba8c8cf4ea1c5d2a28ee,True,False,cal
9984dc788cad27cf48ee2b3e5c4be04b,True,True,eq
52526b1060b1ebd86022c2fe9e4122b4,True,True,cal
f4c969c57cc0a7e450f883c92b4a0a78,False,True,cal
296c06d526134b0e313f8bbd8a5c88d4,True,True,cal
83a2fbd23fb766f6fd6a906e38b77b68,True,False,eq
52272123c6732efab182233d26d89c21,True,True,eq
fcff5fdc77baf9eaee75e4c72e0a7b88,True,False,eq
766e442cfbe26a4542ab2ebc807fb13a,True,True,eq
46bf2ea4082b38a18fa1764337d594fd,True,True,eq
771d077d95354a17a71413532249a52d,True,True,cal
ee37311cfbc7d148f011123d8ff9e477,True,True,cal
61d6f37ebb2345e22c9757c763d5ec53,True,True,eq
3651417b163f276f15c29d11ae98b275,False,True,eq
85dd0d16bcc62fd10073b432808ea609,True,True,cal
79748eb58ab67f3dbc9464b5e674c4df,True,True,cal
e5f6ab62a73c8b7cc95032487175d1f7,True,True,cal
f97045cda5ce8817d5d11f354651e4bc,True,True,cal
ce22ff202f68630b137db981a9e72d68,True,True,cal
efabe89677929ea14ac827d6d1b7248f,True,True,cal
6191255a5348c912fb02b746ce08b848,True,True,cal
921603ef94ceaa94aaff8995c40649ec,True,True,cal
2650883c6694463c85ec9362ae5023a0,True,True,eq
9e816de5e231b05815aab3eb0b6235e5,False,True,eq
241b5629d7db817aea74904db90de8bf,True,True,cal
ab2faa8ddeaaac79d438dc3713a528e3,True,False,eq
f0b26f2a2fa28687bb1702d2872cd15e,True,True,cal
814a9e9fce90f9437a25ebb16f7653a6,True,True,cal
7aaec6200761488c2057a2c0c450ea55,True,True,eq
679e72bff691f483f62bcf943a6d22b9,True,True,eq
9481dbe1d154ef9e735b92050b5fa36c,True,True,eq
e2f89e1c33bda512800df23040e3ab9e,True,True,cal
01e3a61c908375b2590eb9165abe3c99,False,True,cal
e72a41b4d6ab76d02831c894ad97cc98,True,True,eq
8b6b0b17c17c36584de5e67aab7c8ba4,True,True,cal
5ba271d3ee298d06fb23348dac0f062c,True,True,cal
d4c66124f7c12c2b46458d0bfbcb0612,True,True,eq
f8a223543807ef8bdbbed0a7bf39091a,True,True,eq
99b2559231dae8f9f2dc7ef2704daca6,True,True,cal
29b509eec9010796d0af89a6c49acfa2,True,True,eq
56764a50dff1a9febc6e216158fe8e3c,True,True,eq
7556ccd0b5ea0a074ec8b43723e0490b,True,True,eq
77161999b276c7b5f5ce5cbf5ea2fed2,False,True,eq
e7179514d09e85ed8ff5990a7de328b8,False,True,eq
d7ccfbd42d8029d7b09b98c41b13d63a,True,True,cal
22a90d1a74d9faf15ce08e7d688105ae,False,False,eq
36fda8694cd53005568c95839e2b6fb3,True,True,cal
8c0a02b1680ceb5a5a02409da02dd844,True,True,eq
290c0cf6b0c6bce19354a7c640726a1e,False,False,eq
b92ae5c7ec4afe1ff349f3f51f134918,True,True,cal
2db732ebe65ad73f8ca9610612ed80af,False,True,eq
99594a69729e2977fc96e69c29120bd8,False,True,eq
34c9e473dda97cde39b09d1f248103f8,True,True,cal
b19ce6390b15e376e49b57554e3e8023,True,True,eq
905574c0cad77dc03a6b4398c2aaf15f,True,True,cal
9c51ec0c6fd0db0156e1e73ceec70ee3,True,True,cal
cad8df8e7d53107caf8779df88fbad85,False,False,eq
b262a20e13228c9e166ce267a77b8a9d,True,True,eq
2d3ef464206711b47dea8efb3a1e6df9,False,False,eq
4e19485619df2788b26dc0ff06a0eaa5,True,True,cal
d221ea787d40a4b28825ea8a7fb59968,True,True,cal
4df4158102623c0a2c633545ccc12a05,True,True,eq
b00b9c90dc3fee7bade0d1400e3481fa,True,True,cal
3d3132f25ee1f645dfb383eb0f1e7244,True,True,cal
8c18622e1750f17c0902c33c73ae2839,True,True,eq
15d1cfa7ee8712fccd2fdb5664a6141a,True,True,cal
4ef849fd550f2a9e8f5136018e36e8b4,True,False,eq
1741eb80131a6863c98d702a18f1f28d,False,True,cal
78eece9d791152654c1dcfd1e0077ee8,True,True,eq
990acbd00012feee8898e198fec9ff82,True,True,cal
535e71487165cdec2112c78ada5ea87f,True,True,cal
ad40cc43d3c02ea57935bbe3cb71f7a6,True,True,cal
8fd504f1087c0c7cafe692cd35173521,True,True,cal
7784d29bbd55462f529a18e89231a8d8,True,True,cal
9df9ebe691be177061a0d5dd6141481b,True,True,cal
f46ea1d65af6fa25a989a3560ade9113,True,True,cal
6b2d4fdcbbaff40337ddb8af52828b28,True,True,eq
90c90683aa4a850bc61bd3fd62e3163e,True,True,cal
2b22935585263d3e1f4b5e58a64ba17b,True,True,eq
6c6b901f002cea0a4952878b1b3ad7f7,True,True,cal
29b57ec2a76f232dfdcfcbfc7c54cf25,True,True,cal
7a03f6fb068436b449884c8b5df5eef9,True,True,cal
1a6f7ff96e95f9b5cb682623cac25f8d,True,True,eq
0cec171e006106cbda60d1b331f60392,True,True,cal
e20cfd241d7f02cf34f1017958106f5c,True,True,eq
682ae759b26e9c4295367425e2275d90,True,True,eq
6ba417b03298e02d3df95562e8c70e1f,True,True,eq
419207e85f34636d2eab944997feac68,False,True,cal
e63362dba914f2f49bef11d065ac51a5,True,True,cal
6235ccffddb2ac738de54c523c639837,True,False,eq
87df8c5360a1905436e85d374ab9c7ae,True,True,cal
0b591ae9491d94d0f188d146eb4c9b9e,True,True,eq
582d6e3a17badd71bf8f303a4706dd00,True,True,cal
a2d64a074958c3c6d510641ccfb8e3aa,True,True,cal
ac33802786901acc948589e777a90757,True,True,eq
5d3af82e2b8d60f24c0164365a863ff1,False,True,cal
9434186085c02cc0939fa3e598e98670,True,True,cal
c60fd4ca5b89cc9a0249e192d8640ff2,True,True,cal
e7ba32c03db53932826173c1e84512d8,False,True,cal
5fe493147c92c705c0b9d66af14db227,True,True,cal
adbbf3439ee69d44f7d6d06cb0909ba9,False,False,eq
0685b70fed71bc1f6197fc6eee615d2d,True,True,eq
b906b25e4855f1e73a0e780a534be67e,False,True,eq
fc43854ec66e38e0673a8e95d1da215d,True,True,eq
007bbbd4c8da4a18e961f9a35da5e60e,True,True,eq
8dd6f923a0ae99e56a343654a39939f9,False,False,cal
a867fd6633528e6c79f64220ec12397f,False,False,eq
73aaa715c8765151049897a02bbd7350,True,False,eq
7f5b06a111fd975843fc88e360fbb9cc,False,True,eq
2846d9358640b32e66c0e077ed442e54,True,True,cal
465bc8b71cc48daa02d127be42f9d051,True,True,cal
23ed24c8b3bde6658f1f93efb7842594,True,True,cal
9f5c08c1e462e1c88fce8fc9ab46b1d9,True,True,eq
365d0c42f0c3c0097842dc21b14b7486,True,True,cal
7ac07bb119648403e58d7ccc0ba98879,True,True,eq
62e3a685d42d681743cd770eb148bcd4,True,True,cal
a223f9a8ab413a6f7b2642f62365c377,True,False,cal
6fa9868af4cb158db91eb825da1b6ed4,True,True,eq
ab38f0c98d0eb64c6f6d42eed1a1a6d0,True,True,eq
f861eae893a5d2d734075d4bda2e0cbd,False,True,cal
7a4cb66c8697fc03d1c67abdae8a8f8f,False,False,cal
161dfc1aa219223ee00ef5d78e4dbec1,True,True,eq
60ed55ea3b20988bc59f9576830b7795,True,True,cal
a11a670b520ded2004997632c3198e02,True,True,cal
83cceb930defa7d378fa2424d9e62d1b,True,True,eq
55dda511bb5cbd53afba644d49968055,True,False,eq
e744fa438b8444b70a331275fa172415,True,True,cal
fb865ea980f992bdee568764e33ef9dd,True,True,eq
96c950c84731daf42a70588040967deb,True,True,cal
eed3d45be3b89ed66aca0a7446c2756a,True,True,eq
102f0f0e192474e3eafde3314a56abc3,True,True,cal
e98f140fe44bc339966152967620c8b0,True,False,cal
603e60c2b6fd0aff4dee799def02c60d,True,True,cal
695d13a98a58d487fe66e5760e393767,True,True,eq
9eab7861daab391a8686e0b03d0c5c28,True,True,cal
f0e4e515e21fecc71c434b65f599c036,True,True,eq
43044fe579c41f3c87e4531aa9819b0c,False,True,cal
fada8ddd3091c3ec52bb1983684a3a87,True,True,cal
180b3c6f32a8c8d28c6411daf06c7580,False,False,eq
3611d269b311ead9d2805d02b24ac296,True,True,eq
1bc997292374da741f412d1793832941,True,True,eq
7e772bed51ea39eeb91a1f6e75dcaa0e,True,True,eq
7afa623799fc336e9871a3aca8bd3206,True,True,cal
ece39238aa927ab7b20c7057cfbf0165,True,True,eq
8ca28f07b5cae7c11eff9489e438f50e,True,False,cal
f7a81ca9a95c928c2529781582c4e055,True,True,eq
590657d0cc416947e1bef5380815840b,True,True,eq
c3c7101b912b342986c67a88af8d80a6,True,True,cal
647c72c1a3faf465b9829f36be6eb046,True,True,eq
c2535aceb298edde71ff00d0599369ba,True,True,eq
23ac1fe8f265669ab054ce07ecb32b84,False,False,cal
522f449d7f2fc6bc26a6699ef9f48ad3,True,True,cal
8c85cf7935a467a6ee3b4b79b0cec51d,True,True,eq
3a24c05440eca6f4faf2e348709cbcd6,True,True,cal
b16160d0ac219089d6479bd35ef899d4,True,True,eq
2f538b612b2d10104961a832f9d2b2d2,True,True,eq
6f85c4dc31ebd16dc8d78376f10037b3,True,True,cal
cf4ac9c7d5463ef3c5e3da30167f3f04,False,False,eq
598ccf73fecba9a9dae45500ecda05db,True,True,eq
208c304b7cbcc07e3d4776c2a1ec6801,True,True,cal
7aa65d08f7ddf913a0bde0892b0a5a49,True,True,cal
08881d2eea831b01656ab680b9b163f5,False,False,cal
8227ed30c68ed8049e83749258027d40,True,True,eq
b62c2a07e3915926cb5698089263a0c8,True,True,eq
5eec59955e4a07376d709177d3cbc41e,True,True,cal
e36b6e5bb074f2aed46b99340a0b42ea,True,False,eq
a9f2dfc2e955f2dd9c63506958973e1a,True,True,eq
a159a518409499b7b767355b5ab57f6e,True,True,cal
3f0c7abe35c72a8d7c61c4b088bbb5f2,True,True,eq
d36117a43022804193a1d856c4447162,False,False,cal
fb0a8f7bbc0b4be8248fe7cdde1d71a5,True,True,eq
fdd87116ed19ad57367f480a52f9c685,True,True,eq
18475486e4c882cf5f38eb49196649fb,False,False,cal
71b9d4e919a0685d9575db84218f93b9,True,False,eq
63fffccf5c7511023bcabf590fab0043,True,True,eq
d045a3198026748898b3750ce4fe1a4e,False,False,cal
2bf8fc1fc71e2012dd06fcb067c523fc,True,True,eq
3b4aaa07494426cdd6f8a23aba897f2d,True,True,eq
c5b7f8e1550417cdd90b60a86950837a,True,True,eq
489f81e9d68e139a4ccb2875efc7ee3b,True,True,cal
8d60da37d162169f788b823c30243ad9,False,False,eq
a6e5309c59c7dca4881c3e11daf73a96,True,True,eq
6472dc9572a18e3fbd781dc01060548c,True,True,eq
dc90627368a3403eaaa0a822dbd9da20,False,False,cal
d85b6f9c520190cca04fbd2a683f19dc,True,True,eq
dc857b0d24732af45a8f12ae2e9a0608,False,False,cal
2fcf3e5fd42caa50a4d61132dfdcfe33,True,True,cal
f9adbc13c596dd4821f0b1b5d03a047f,True,True,cal
448f3f2c8961607a1f3a1177ad36805c,False,False,eq
432d04366e12b0becfe576faf148bf85,True,True,eq
f2d30775674f6bf41983cbac963ea1e4,False,False,eq
75b02579dac529b7392893dadd861f96,True,True,cal
66ecfcbcecf2ac11cba5f52568128155,False,False,eq
f9eb5ae9ed0d9dba29d611c0d90a9bc5,True,False,cal
708f6c548a40507a4d6a26e96cab222d,True,True,eq
068b3b8ddd213dbf4426e2fe2e7edc79,True,True,cal
b946a68d975311e6b8a9b02508d9e681,True,True,cal
4eb2e0dd020a19817dbabfdeed89d021,True,True,cal
661b2b971a0486bc05e76cdb2d74d50a,True,True,eq
60a951d52b50ba5cc6019896e70c2381,False,False,eq
7b7034bd589329a3989698ca58aa0e48,True,True,eq
94ce09c47e39eeb164217c92f06ce9ab,True,True,eq
2d5dba1333b6e2029f8e68a42a4d6ac9,True,True,cal
a11875cc1d8b5a3cf742d9622c7ef384,True,True,eq
5a44207e6ba35399b2ae45807e1e8400,True,True,eq
f8e45b21a0956b6a86f2756314c017bc,True,True,cal
89c61aa8a5bed9d4356c0b2f49692307,True,True,cal
873b2b281d9cbcf999a9a1415a60f5d4,True,True,cal
163719ef70cfa4b9ad054bbafd3e6aa3,False,True,eq
7a202be3a9ff0a552e7adc27650de614,True,True,cal
89ab6223eeaeb83a7581c0f561edc98e,True,True,eq
af83ea4a5c6910fee34e74ddf29419bf,True,True,eq
6b38049079f524b2f8aec3f69faf39e0,True,True,cal
dadfd6b991ae5dcba5bdece828f79550,True,True,cal
0b971ace02548e008e643a32c1e4b71d,True,True,cal
2e6e720216799dd84d079f2cba682e99,True,True,eq
79cd4d9c4f0786b2af944bc8ac93d978,False,False,eq
7609bd50baeff6168658610b90ee7769,True,True,eq
809cfdec8ef98533a05b58a72c48f336,True,True,cal
b01019d4bd6f1290e71a578158643fee,True,True,cal
f0c31d2641018e0c3c5f072d9da4ede6,True,True,cal
0de8fd48347de118671d1c8f71d1833f,True,True,cal
e53637f10e19560a9678e5199e774686,True,True,cal
ac65dfd87b831c15a798e17deac40a74,True,True,cal
7e73ed148a276af18fb77615b9221565,True,True,eq
17fd9f576f98faf08d4a2255743af789,True,True,cal
d52820bbd43793c9431dd43a1198a103,True,True,cal
8e37f5c5c1ece39be77fea26100b0bc5,True,True,eq
e9c08f863cc5f8c61fc392b1f6b4626e,True,True,eq
a41227b24bcfeb8e0fb7e5e1fc218b19,True,True,cal
8944a5e572895aff1d39f240e585b488,True,True,cal
a8009db9a267f179a2372120c766a047,True,True,eq
93f0a039af898a2f59ea5a7e2d9a552b,False,False,eq
5df9d9b24724737a3125101981c11e69,True,True,cal
3670aa708cf8885ca0225af67453483d,True,True,eq
7ee0aba5276072ea395b423ac8445c6a,True,True,cal
07be65041be6a5a552194cc1c62c774e,False,False,eq
f1da280e4cb18a509faf38b5fee1ed5f,True,True,cal
51f8c345e14c5c0a43b4acb69fd873ac,True,True,cal
04f7067edef28af7ad5ddf0fd9797020,True,True,eq
ed3e1a9c0ef72ef3d5944e11fc401ac9,True,True,eq
37bd5fb1daa614b121dfad40c647fcc6,True,True,cal
a8147e9f785a52a6d8c97a214eb5497b,True,True,eq
f1a1af2afcc97c0f04d39e7f87332a77,True,True,cal
d52df4669de8aea8eb41ce27872c594e,True,True,eq
bb4c07c1536cd0b5c56696ff04f37afb,True,True,cal
16e803355e8bb786cdce25b64b8b91f6,False,True,eq
55d91918e51ff1bf1c62c263c96bb13d,False,False,cal
aac2e530949b3fab0b47fb6e1965a528,False,True,eq
f9b3909fef27bf8b21de53bbce29790c,True,True,cal
d8a9770679f6903624f58cb5e91d4528,True,True,eq
fb0dab51c899998b30583b94301be17a,True,True,eq
eb8ca37236d4f3149f50b74afa6d8566,True,True,cal
390064437dfa0631d450b7a0c65a9735,True,True,eq
86354343477f637ed881ac67622c639b,True,True,cal
742ec58f988c5f29bbd305e612420904,False,True,eq
2f434f45c9ddf6edd550993f9ce7f283,True,True,cal
dbeaca65f929e68b95949b589c486055,True,True,cal
8ddb04edf3aefe09367f6d84e5892f22,False,True,eq
ac390abcb6bd5f95e5ea5b1639b11902,False,True,eq
251dc285b465f44c17419d1d778a8041,True,False,cal
025aa1cbe1e645dcbcb9213cad26670f,True,True,cal
e3793ac556a619cac7fc807311535f3a,True,True,cal
a7a7c69487e4a55759a9f672d81a47f4,False,False,eq
f17a53f877ec9b32a50e528efa05c285,True,False,cal
c8079a6eb627e442018da0a069239de1,True,True,cal
1e7efcb1aad1e474d24f7640a60b8c22,False,True,eq
a0ded83d201601009718f99f53883a16,True,True,cal
80cc62f48c126958a5901b39fd8bf001,True,True,eq
97c94f6598889d2c49fb2673de430380,True,True,cal
a6feda87fefafbd8ac5f0de71db6e37f,False,True,cal
7b0caea1a07d9836615deced61ba47f0,True,True,eq
93c646aaaa6a23ffeb483ac4a0f0d535,True,True,eq
c32ccbcb013b4ba88ba8103116808ef5,True,True,eq
c4844da339ac85f8b9ceac3416517065,False,False,eq
0de2da59f6c75d32b107df623a7a9e14,True,True,eq
